task,source_layer,target_rank,downstream_layer,distance,metric,clean_value,intervened_value,delta,abs_delta
sst2,2,8,3,1,stable_rank,1.7442014180123806,1.2962474711239338,-0.4479539468884468,0.4479539468884468
sst2,2,8,3,1,mean_pairwise_cosine,0.5122592430561781,0.7513903710059822,0.23913112794980407,0.23913112794980407
sst2,2,8,3,1,attention_entropy,1.2889608200639486,2.289986955933273,1.0010261358693242,1.0010261358693242
sst2,2,8,4,2,effective_rank,17.060231760144234,8.207057178020477,-8.853174582123756,8.853174582123756
sst2,2,8,4,2,stable_rank,1.4501433949917555,1.171494584530592,-0.2786488104611635,0.2786488104611635
sst2,2,8,4,2,mean_pairwise_cosine,0.5785202090628445,0.8282736241817474,0.24975341511890292,0.24975341511890292
sst2,2,8,4,2,attention_entropy,1.6850440111011267,2.5490246526896954,0.8639806415885687,0.8639806415885687
sst2,2,8,5,3,effective_rank,18.338236525654793,8.173551514744759,-10.164685010910034,10.164685010910034
sst2,2,8,5,3,stable_rank,2.070058349519968,1.2517936863005161,-0.8182646632194519,0.8182646632194519
sst2,2,8,5,3,mean_pairwise_cosine,0.474280446767807,0.817105176858604,0.34282473009079695,0.34282473009079695
sst2,2,8,5,3,attention_entropy,1.9212252125144005,2.6519374810159206,0.7307122685015202,0.7307122685015202
sst2,2,16,3,1,effective_rank,19.632565714418888,15.27487002313137,-4.3576956912875175,4.3576956912875175
sst2,2,16,3,1,stable_rank,1.7442014180123806,1.5471260100603104,-0.19707540795207024,0.19707540795207024
sst2,2,16,3,1,mean_pairwise_cosine,0.5122592430561781,0.597270127851516,0.08501088479533792,0.08501088479533792
sst2,2,16,3,1,attention_entropy,1.2889608200639486,1.6519936500117183,0.36303282994776964,0.36303282994776964
sst2,2,16,4,2,effective_rank,17.060231760144234,13.42702130973339,-3.633210450410843,3.633210450410843
sst2,2,16,4,2,stable_rank,1.4501433949917555,1.3359959200024605,-0.114147474989295,0.114147474989295
sst2,2,16,4,2,mean_pairwise_cosine,0.5785202090628445,0.6752624800428748,0.0967422709800303,0.0967422709800303
sst2,2,16,4,2,attention_entropy,1.6850440111011267,1.9772232826799154,0.29217927157878876,0.29217927157878876
sst2,2,16,5,3,effective_rank,18.338236525654793,14.24971791356802,-4.088518612086773,4.088518612086773
sst2,2,16,5,3,stable_rank,2.070058349519968,1.6897616852074862,-0.3802966643124819,0.3802966643124819
sst2,2,16,5,3,mean_pairwise_cosine,0.474280446767807,0.6067548966966569,0.13247444992884994,0.13247444992884994
sst2,2,16,5,3,attention_entropy,1.9212252125144005,2.1791838742792606,0.25795866176486015,0.25795866176486015
sst2,2,32,3,1,effective_rank,19.632565714418888,19.211582005023956,-0.4209837093949318,0.4209837093949318
sst2,2,32,3,1,stable_rank,1.7442014180123806,1.728342805057764,-0.015858612954616547,0.015858612954616547
sst2,2,32,3,1,mean_pairwise_cosine,0.5122592430561781,0.5172346667386591,0.0049754236824810505,0.0049754236824810505
sst2,2,32,3,1,attention_entropy,1.2889608200639486,1.2992941541597247,0.010333334095776081,0.010333334095776081
sst2,2,32,4,2,effective_rank,17.060231760144234,16.763313338160515,-0.29691842198371887,0.29691842198371887
sst2,2,32,4,2,stable_rank,1.4501433949917555,1.4425288904458284,-0.007614504545927048,0.007614504545927048
sst2,2,32,4,2,mean_pairwise_cosine,0.5785202090628445,0.5846308786422014,0.006110669579356909,0.006110669579356909
sst2,2,32,4,2,attention_entropy,1.6850440111011267,1.6939378753304482,0.00889386422932148,0.00889386422932148
sst2,2,32,5,3,effective_rank,18.338236525654793,18.06317412108183,-0.2750624045729637,0.2750624045729637
sst2,2,32,5,3,stable_rank,2.070058349519968,2.0477542001754045,-0.022304149344563484,0.022304149344563484
sst2,2,32,5,3,mean_pairwise_cosine,0.474280446767807,0.4802251700311899,0.005944723263382912,0.005944723263382912
sst2,2,32,5,3,attention_entropy,1.9212252125144005,1.9377551451325417,0.016529932618141174,0.016529932618141174
sst2,3,1,4,1,effective_rank,17.060231760144234,1.2949531618505716,-15.765278598293662,15.765278598293662
sst2,3,1,4,1,stable_rank,1.4501433949917555,1.0036583319306374,-0.4464850630611181,0.4464850630611181
sst2,3,1,4,1,mean_pairwise_cosine,0.5785202090628445,0.9852822562679648,0.4067620472051203,0.4067620472051203
sst2,3,1,4,1,attention_entropy,1.6850440111011267,3.084964169189334,1.3999201580882072,1.3999201580882072
sst2,3,1,5,2,effective_rank,18.338236525654793,1.4909785781055689,-16.847257947549224,16.847257947549224
sst2,3,1,5,2,stable_rank,2.070058349519968,1.0345883425325155,-1.0354700069874525,1.0354700069874525
sst2,3,1,5,2,mean_pairwise_cosine,0.474280446767807,0.9825910981744528,0.5083106514066458,0.5083106514066458
sst2,3,1,5,2,attention_entropy,1.9212252125144005,2.574510090984404,0.6532848784700036,0.6532848784700036
sst2,3,2,4,1,effective_rank,17.060231760144234,2.2879410572350025,-14.772290702909231,14.772290702909231
sst2,3,2,4,1,stable_rank,1.4501433949917555,1.0590945836156607,-0.3910488113760948,0.3910488113760948
sst2,3,2,4,1,mean_pairwise_cosine,0.5785202090628445,0.9274294339120388,0.3489092248491943,0.3489092248491943
sst2,3,2,4,1,attention_entropy,1.6850440111011267,2.931851226836443,1.2468072157353163,1.2468072157353163
sst2,3,2,5,2,effective_rank,18.338236525654793,2.590853413566947,-15.747383112087846,15.747383112087846
sst2,3,2,5,2,stable_rank,2.070058349519968,1.1131144892424345,-0.9569438602775335,0.9569438602775335
sst2,3,2,5,2,mean_pairwise_cosine,0.474280446767807,0.915873946622014,0.44159349985420704,0.44159349985420704
sst2,3,2,5,2,attention_entropy,1.9212252125144005,2.487299768254161,0.5660745557397604,0.5660745557397604
sst2,3,4,4,1,effective_rank,17.060231760144234,4.539206497371197,-12.521025262773037,12.521025262773037
sst2,3,4,4,1,stable_rank,1.4501433949917555,1.124632203951478,-0.3255111910402775,0.3255111910402775
sst2,3,4,4,1,mean_pairwise_cosine,0.5785202090628445,0.8689680760726333,0.29044786700978875,0.29044786700978875
sst2,3,4,4,1,attention_entropy,1.6850440111011267,2.772072358056903,1.0870283469557762,1.0870283469557762
sst2,3,4,5,2,effective_rank,18.338236525654793,4.914434965699911,-13.423801559954882,13.423801559954882
sst2,3,4,5,2,stable_rank,2.070058349519968,1.185555562376976,-0.884502787142992,0.884502787142992
sst2,3,4,5,2,mean_pairwise_cosine,0.474280446767807,0.8560509607195854,0.3817705139517784,0.3817705139517784
sst2,3,4,5,2,attention_entropy,1.9212252125144005,2.376647966913879,0.45542275439947844,0.45542275439947844
sst2,3,8,4,1,effective_rank,17.060231760144234,8.294791139662266,-8.765440620481968,8.765440620481968
sst2,3,8,4,1,stable_rank,1.4501433949917555,1.2138726823031902,-0.23627071268856525,0.23627071268856525
sst2,3,8,4,1,mean_pairwise_cosine,0.5785202090628445,0.7862493526190519,0.20772914355620742,0.20772914355620742
sst2,3,8,4,1,attention_entropy,1.6850440111011267,2.599481662735343,0.9144376516342163,0.9144376516342163
sst2,3,8,5,2,effective_rank,18.338236525654793,9.333164162933826,-9.005072362720966,9.005072362720966
sst2,3,8,5,2,stable_rank,2.070058349519968,1.388131307438016,-0.6819270420819521,0.6819270420819521
sst2,3,8,5,2,mean_pairwise_cosine,0.474280446767807,0.7341595916077495,0.25987914483994246,0.25987914483994246
sst2,3,8,5,2,attention_entropy,1.9212252125144005,2.026677832007408,0.10545261949300766,0.10545261949300766
sst2,3,16,4,1,effective_rank,17.060231760144234,12.895717017352581,-4.164514742791653,4.164514742791653
sst2,3,16,4,1,stable_rank,1.4501433949917555,1.335894800722599,-0.11424859426915646,0.11424859426915646
sst2,3,16,4,1,mean_pairwise_cosine,0.5785202090628445,0.6798507841303945,0.10133057506754994,0.10133057506754994
sst2,3,16,4,1,attention_entropy,1.6850440111011267,2.3064821790903807,0.621438167989254,0.621438167989254
sst2,3,16,5,2,effective_rank,18.338236525654793,14.41431987285614,-3.9239166527986526,3.9239166527986526
sst2,3,16,5,2,stable_rank,2.070058349519968,1.7112807407975197,-0.35877760872244835,0.35877760872244835
sst2,3,16,5,2,mean_pairwise_cosine,0.474280446767807,0.5878244838677347,0.11354403709992766,0.11354403709992766
sst2,3,16,5,2,attention_entropy,1.9212252125144005,1.8612412419170141,-0.05998397059738636,0.05998397059738636
sst2,3,32,4,1,effective_rank,17.060231760144234,16.516751997172832,-0.5434797629714012,0.5434797629714012
sst2,3,32,4,1,stable_rank,1.4501433949917555,1.4350265990942717,-0.015116795897483826,0.015116795897483826
sst2,3,32,4,1,mean_pairwise_cosine,0.5785202090628445,0.5916719543747604,0.013151745311915874,0.013151745311915874
sst2,3,32,4,1,attention_entropy,1.6850440111011267,1.8107443507760763,0.12570033967494965,0.12570033967494965
sst2,3,32,5,2,effective_rank,18.338236525654793,17.882373094558716,-0.45586343109607697,0.45586343109607697
sst2,3,32,5,2,stable_rank,2.070058349519968,2.0239536315202713,-0.04610471799969673,0.04610471799969673
sst2,3,32,5,2,mean_pairwise_cosine,0.474280446767807,0.4864586777985096,0.012178231030702591,0.012178231030702591
sst2,3,32,5,2,attention_entropy,1.9212252125144005,1.8982071932405233,-0.023018019273877144,0.023018019273877144
sst2,4,1,5,1,effective_rank,18.338236525654793,1.7598114851862192,-16.578425040468574,16.578425040468574
sst2,4,1,5,1,stable_rank,2.070058349519968,1.062385058030486,-1.007673291489482,1.007673291489482
sst2,4,1,5,1,mean_pairwise_cosine,0.474280446767807,0.9637649785727262,0.48948453180491924,0.48948453180491924
sst2,4,1,5,1,attention_entropy,1.9212252125144005,2.735671503469348,0.8144462909549475,0.8144462909549475
sst2,4,2,5,1,effective_rank,18.338236525654793,2.8872601240873337,-15.450976401567459,15.450976401567459
sst2,4,2,5,1,stable_rank,2.070058349519968,1.153518496081233,-0.916539853438735,0.916539853438735
sst2,4,2,5,1,mean_pairwise_cosine,0.474280446767807,0.8809567540884018,0.4066763073205948,0.4066763073205948
sst2,4,2,5,1,attention_entropy,1.9212252125144005,2.6929703820496798,0.7717451695352793,0.7717451695352793
sst2,4,4,5,1,effective_rank,18.338236525654793,5.21435422450304,-13.123882301151752,13.123882301151752
sst2,4,4,5,1,stable_rank,2.070058349519968,1.2651060074567795,-0.8049523420631886,0.8049523420631886
sst2,4,4,5,1,mean_pairwise_cosine,0.474280446767807,0.792957941070199,0.318677494302392,0.318677494302392
sst2,4,4,5,1,attention_entropy,1.9212252125144005,2.6483948789536953,0.7271696664392948,0.7271696664392948
sst2,4,8,5,1,effective_rank,18.338236525654793,8.966023080050945,-9.372213445603848,9.372213445603848
sst2,4,8,5,1,stable_rank,2.070058349519968,1.4047352354973555,-0.6653231140226126,0.6653231140226126
sst2,4,8,5,1,mean_pairwise_cosine,0.474280446767807,0.7015721877105534,0.2272917409427464,0.2272917409427464
sst2,4,8,5,1,attention_entropy,1.9212252125144005,2.5937183182686567,0.6724931057542562,0.6724931057542562
sst2,4,16,5,1,effective_rank,18.338236525654793,13.650755293667316,-4.687481231987476,4.687481231987476
sst2,4,16,5,1,stable_rank,2.070058349519968,1.6653156969696283,-0.4047426525503397,0.4047426525503397
sst2,4,16,5,1,mean_pairwise_cosine,0.474280446767807,0.5926774297840893,0.11839698301628232,0.11839698301628232
sst2,4,16,5,1,attention_entropy,1.9212252125144005,2.3961813878268003,0.47495617531239986,0.47495617531239986
sst2,4,32,5,1,effective_rank,18.338236525654793,17.637442104518414,-0.7007944211363792,0.7007944211363792
sst2,4,32,5,1,stable_rank,2.070058349519968,1.9906652234494686,-0.07939312607049942,0.07939312607049942
sst2,4,32,5,1,mean_pairwise_cosine,0.474280446767807,0.49515686044469476,0.02087641367688775,0.02087641367688775
sst2,4,32,5,1,attention_entropy,1.9212252125144005,2.032000368461013,0.11077515594661236,0.11077515594661236
mnli,0,1,1,1,effective_rank,32.04103709757328,1.2011621333658695,-30.83987496420741,30.83987496420741
mnli,0,1,1,1,stable_rank,3.2847495563328266,1.00203269533813,-2.2827168609946966,2.2827168609946966
mnli,0,1,1,1,mean_pairwise_cosine,0.2814324493519962,0.9979187259450555,0.7164862765930593,0.7164862765930593
mnli,0,1,1,1,attention_entropy,1.8436827957630157,3.505868811160326,1.6621860153973103,1.6621860153973103
mnli,0,1,2,2,effective_rank,30.56229168176651,1.1362780779600143,-29.426013603806496,29.426013603806496
mnli,0,1,2,2,stable_rank,2.3010527305305004,1.0007607396692038,-1.3002919908612967,1.3002919908612967
mnli,0,1,2,2,mean_pairwise_cosine,0.4070437513291836,0.9992121895775199,0.5921684382483363,0.5921684382483363
mnli,0,1,2,2,attention_entropy,1.8422442730516195,3.547333911061287,1.7050896380096674,1.7050896380096674
mnli,0,1,3,3,effective_rank,28.657424822449684,1.0974851734936237,-27.55993964895606,27.55993964895606
mnli,0,1,3,3,stable_rank,1.8207066170871258,1.0003264006227255,-0.8203802164644003,0.8203802164644003
mnli,0,1,3,3,mean_pairwise_cosine,0.5084060691297054,0.9996593035757542,0.49125323444604874,0.49125323444604874
mnli,0,1,3,3,attention_entropy,1.3854670207947493,3.547512210905552,2.1620451901108027,2.1620451901108027
mnli,0,1,4,4,effective_rank,24.86084695160389,1.0683370996266603,-23.79250985197723,23.79250985197723
mnli,0,1,4,4,stable_rank,1.5013745203614235,1.000152412801981,-0.5012221075594425,0.5012221075594425
mnli,0,1,4,4,mean_pairwise_cosine,0.5772066349163651,0.9998371889814734,0.4226305540651083,0.4226305540651083
mnli,0,1,4,4,attention_entropy,1.8903314229100943,3.5471635833382607,1.6568321604281664,1.6568321604281664
mnli,0,1,5,5,effective_rank,26.054091453552246,1.0575172528624535,-24.996574200689793,24.996574200689793
mnli,0,1,5,5,stable_rank,2.025052260607481,1.0001610685139894,-1.0248911920934916,1.0248911920934916
mnli,0,1,5,5,mean_pairwise_cosine,0.4907105159945786,0.9998364532366395,0.5091259372420609,0.5091259372420609
mnli,0,1,5,5,attention_entropy,2.2227202150970697,3.5438420064747334,1.3211217913776636,1.3211217913776636
mnli,0,2,1,1,effective_rank,32.04103709757328,2.441786762326956,-29.599250335246325,29.599250335246325
mnli,0,2,1,1,stable_rank,3.2847495563328266,1.109934313222766,-2.1748152431100607,2.1748152431100607
mnli,0,2,1,1,mean_pairwise_cosine,0.2814324493519962,0.9096003072336316,0.6281678578816354,0.6281678578816354
mnli,0,2,1,1,attention_entropy,1.8436827957630157,3.419048599898815,1.5753658041357994,1.5753658041357994
mnli,0,2,2,2,effective_rank,30.56229168176651,2.162855911999941,-28.39943576976657,28.39943576976657
mnli,0,2,2,2,stable_rank,2.3010527305305004,1.0527246538549662,-1.2483280766755342,1.2483280766755342
mnli,0,2,2,2,mean_pairwise_cosine,0.4070437513291836,0.9502309327945113,0.5431871814653277,0.5431871814653277
mnli,0,2,2,2,attention_entropy,1.8422442730516195,3.4818119779229164,1.6395677048712969,1.6395677048712969
mnli,0,2,3,3,effective_rank,28.657424822449684,1.9464469533413649,-26.71097786910832,26.71097786910832
mnli,0,2,3,3,stable_rank,1.8207066170871258,1.030447531491518,-0.7902590855956078,0.7902590855956078
mnli,0,2,3,3,mean_pairwise_cosine,0.5084060691297054,0.9684826303273439,0.4600765611976385,0.4600765611976385
mnli,0,2,3,3,attention_entropy,1.3854670207947493,3.4648040495812893,2.07933702878654,2.07933702878654
mnli,0,2,4,4,effective_rank,24.86084695160389,1.705795619636774,-23.155051331967115,23.155051331967115
mnli,0,2,4,4,stable_rank,1.5013745203614235,1.0160527490079403,-0.4853217713534832,0.4853217713534832
mnli,0,2,4,4,mean_pairwise_cosine,0.5772066349163651,0.9834597930312157,0.4062531581148505,0.4062531581148505
mnli,0,2,4,4,attention_entropy,1.8903314229100943,3.4806882478296757,1.5903568249195814,1.5903568249195814
mnli,0,2,5,5,effective_rank,26.054091453552246,1.6094831749796867,-24.44460827857256,24.44460827857256
mnli,0,2,5,5,stable_rank,2.025052260607481,1.013007938861847,-1.012044321745634,1.012044321745634
mnli,0,2,5,5,mean_pairwise_cosine,0.4907105159945786,0.987231083214283,0.4965205672197044,0.4965205672197044
mnli,0,2,5,5,attention_entropy,2.2227202150970697,3.4744750633835793,1.2517548482865095,1.2517548482865095
mnli,0,4,1,1,effective_rank,32.04103709757328,5.949225477874279,-26.091811619699,26.091811619699
mnli,0,4,1,1,stable_rank,3.2847495563328266,1.3032531570643187,-1.981496399268508,1.981496399268508
mnli,0,4,1,1,mean_pairwise_cosine,0.2814324493519962,0.7838667891919613,0.5024343398399651,0.5024343398399651
mnli,0,4,1,1,attention_entropy,1.8436827957630157,3.22255489975214,1.3788721039891243,1.3788721039891243
mnli,0,4,2,2,effective_rank,30.56229168176651,5.209628075361252,-25.352663606405258,25.352663606405258
mnli,0,4,2,2,stable_rank,2.3010527305305004,1.1479712966829538,-1.1530814338475466,1.1530814338475466
mnli,0,4,2,2,mean_pairwise_cosine,0.4070437513291836,0.8712676614522934,0.4642239101231098,0.4642239101231098
mnli,0,4,2,2,attention_entropy,1.8422442730516195,3.3431161381304264,1.5008718650788069,1.5008718650788069
mnli,0,4,3,3,effective_rank,28.657424822449684,4.530231777578592,-24.127193044871092,24.127193044871092
mnli,0,4,3,3,stable_rank,1.8207066170871258,1.0877539906650782,-0.7329526264220476,0.7329526264220476
mnli,0,4,3,3,mean_pairwise_cosine,0.5084060691297054,0.9144853698089719,0.40607930067926645,0.40607930067926645
mnli,0,4,3,3,attention_entropy,1.3854670207947493,3.2383586540818214,1.8528916332870722,1.8528916332870722
mnli,0,4,4,4,effective_rank,24.86084695160389,3.5388040356338024,-21.322042915970087,21.322042915970087
mnli,0,4,4,4,stable_rank,1.5013745203614235,1.0445087626576424,-0.45686575770378113,0.45686575770378113
mnli,0,4,4,4,mean_pairwise_cosine,0.5772066349163651,0.9555274732410908,0.37832083832472563,0.37832083832472563
mnli,0,4,4,4,attention_entropy,1.8903314229100943,3.342231936752796,1.451900513842702,1.451900513842702
mnli,0,4,5,5,effective_rank,26.054091453552246,3.1464958153665066,-22.90759563818574,22.90759563818574
mnli,0,4,5,5,stable_rank,2.025052260607481,1.0374825354665518,-0.9875697251409292,0.9875697251409292
mnli,0,4,5,5,mean_pairwise_cosine,0.4907105159945786,0.9640737995505333,0.4733632835559547,0.4733632835559547
mnli,0,4,5,5,attention_entropy,2.2227202150970697,3.389516718685627,1.1667965035885572,1.1667965035885572
mnli,0,8,1,1,effective_rank,32.04103709757328,12.393229469656944,-19.647807627916336,19.647807627916336
mnli,0,8,1,1,stable_rank,3.2847495563328266,1.6368172317743301,-1.6479323245584965,1.6479323245584965
mnli,0,8,1,1,mean_pairwise_cosine,0.2814324493519962,0.6262645390816033,0.3448320897296071,0.3448320897296071
mnli,0,8,1,1,attention_entropy,1.8436827957630157,2.927334552630782,1.0836517568677664,1.0836517568677664
mnli,0,8,2,2,effective_rank,30.56229168176651,11.287813387811184,-19.274478293955326,19.274478293955326
mnli,0,8,2,2,stable_rank,2.3010527305305004,1.3332595732063055,-0.9677931573241949,0.9677931573241949
mnli,0,8,2,2,mean_pairwise_cosine,0.4070437513291836,0.7489366796799004,0.34189292835071683,0.34189292835071683
mnli,0,8,2,2,attention_entropy,1.8422442730516195,3.0836460180580616,1.241401745006442,1.241401745006442
mnli,0,8,3,3,effective_rank,28.657424822449684,10.061872884631157,-18.595551937818527,18.595551937818527
mnli,0,8,3,3,stable_rank,1.8207066170871258,1.2059655971825123,-0.6147410199046135,0.6147410199046135
mnli,0,8,3,3,mean_pairwise_cosine,0.5084060691297054,0.8161894725635648,0.30778340343385935,0.30778340343385935
mnli,0,8,3,3,attention_entropy,1.3854670207947493,2.807977732270956,1.4225107114762068,1.4225107114762068
mnli,0,8,4,4,effective_rank,24.86084695160389,7.683802120387554,-17.177044831216335,17.177044831216335
mnli,0,8,4,4,stable_rank,1.5013745203614235,1.1060796417295933,-0.3952948786318302,0.3952948786318302
mnli,0,8,4,4,mean_pairwise_cosine,0.5772066349163651,0.8876308989711106,0.31042426405474544,0.31042426405474544
mnli,0,8,4,4,attention_entropy,1.8903314229100943,3.07568446919322,1.1853530462831259,1.1853530462831259
mnli,0,8,5,5,effective_rank,26.054091453552246,6.732098437845707,-19.32199301570654,19.32199301570654
mnli,0,8,5,5,stable_rank,2.025052260607481,1.1164141669869423,-0.9086380936205387,0.9086380936205387
mnli,0,8,5,5,mean_pairwise_cosine,0.4907105159945786,0.9013063139282167,0.4105957979336381,0.4105957979336381
mnli,0,8,5,5,attention_entropy,2.2227202150970697,3.2541776429861784,1.0314574278891087,1.0314574278891087
mnli,0,16,1,1,effective_rank,32.04103709757328,20.957195833325386,-11.083841264247894,11.083841264247894
mnli,0,16,1,1,stable_rank,3.2847495563328266,2.2370594292879105,-1.0476901270449162,1.0476901270449162
mnli,0,16,1,1,mean_pairwise_cosine,0.2814324493519962,0.4467144920490682,0.16528204269707203,0.16528204269707203
mnli,0,16,1,1,attention_entropy,1.8436827957630157,2.500707544386387,0.6570247486233711,0.6570247486233711
mnli,0,16,2,2,effective_rank,30.56229168176651,19.891288220882416,-10.671003460884094,10.671003460884094
mnli,0,16,2,2,stable_rank,2.3010527305305004,1.766644051298499,-0.5344086792320013,0.5344086792320013
mnli,0,16,2,2,mean_pairwise_cosine,0.4070437513291836,0.5615352103486657,0.15449145901948214,0.15449145901948214
mnli,0,16,2,2,attention_entropy,1.8422442730516195,2.5111877378076315,0.668943464756012,0.668943464756012
mnli,0,16,3,3,effective_rank,28.657424822449684,18.451517522335052,-10.205907300114632,10.205907300114632
mnli,0,16,3,3,stable_rank,1.8207066170871258,1.4862932842224836,-0.33441333286464214,0.33441333286464214
mnli,0,16,3,3,mean_pairwise_cosine,0.5084060691297054,0.6456088153645396,0.1372027462348342,0.1372027462348342
mnli,0,16,3,3,attention_entropy,1.3854670207947493,2.1788450870662928,0.7933780662715435,0.7933780662715435
mnli,0,16,4,4,effective_rank,24.86084695160389,15.012524008750916,-9.848322942852974,9.848322942852974
mnli,0,16,4,4,stable_rank,1.5013745203614235,1.2686040364205837,-0.23277048394083977,0.23277048394083977
mnli,0,16,4,4,mean_pairwise_cosine,0.5772066349163651,0.7345080496743321,0.157301414757967,0.157301414757967
mnli,0,16,4,4,attention_entropy,1.8903314229100943,2.6310392823070288,0.7407078593969345,0.7407078593969345
mnli,0,16,5,5,effective_rank,26.054091453552246,13.98449893295765,-12.069592520594597,12.069592520594597
mnli,0,16,5,5,stable_rank,2.025052260607481,1.4264755193144083,-0.5985767412930727,0.5985767412930727
mnli,0,16,5,5,mean_pairwise_cosine,0.4907105159945786,0.7379865553230047,0.24727603932842612,0.24727603932842612
mnli,0,16,5,5,attention_entropy,2.2227202150970697,2.9319916870445013,0.7092714719474316,0.7092714719474316
mnli,0,32,1,1,effective_rank,32.04103709757328,29.000314190983772,-3.040722906589508,3.040722906589508
mnli,0,32,1,1,stable_rank,3.2847495563328266,2.962545018643141,-0.3222045376896858,0.3222045376896858
mnli,0,32,1,1,mean_pairwise_cosine,0.2814324493519962,0.3171551669947803,0.03572271764278412,0.03572271764278412
mnli,0,32,1,1,attention_entropy,1.8436827957630157,2.05151903629303,0.20783624053001404,0.20783624053001404
mnli,0,32,2,2,effective_rank,30.56229168176651,28.106686234474182,-2.455605447292328,2.455605447292328
mnli,0,32,2,2,stable_rank,2.3010527305305004,2.2333267834037542,-0.06772594712674618,0.06772594712674618
mnli,0,32,2,2,mean_pairwise_cosine,0.4070437513291836,0.4225199967622757,0.015476245433092117,0.015476245433092117
mnli,0,32,2,2,attention_entropy,1.8422442730516195,1.9367074873298407,0.09446321427822113,0.09446321427822113
mnli,0,32,3,3,effective_rank,28.657424822449684,26.549799501895905,-2.1076253205537796,2.1076253205537796
mnli,0,32,3,3,stable_rank,1.8207066170871258,1.7785799410194159,-0.04212667606770992,0.04212667606770992
mnli,0,32,3,3,mean_pairwise_cosine,0.5084060691297054,0.5177657310850918,0.0093596619553864,0.0093596619553864
mnli,0,32,3,3,attention_entropy,1.3854670207947493,1.6055572219192982,0.2200902011245489,0.2200902011245489
mnli,0,32,4,4,effective_rank,24.86084695160389,23.092844530940056,-1.7680024206638336,1.7680024206638336
mnli,0,32,4,4,stable_rank,1.5013745203614235,1.4611925445497036,-0.040181975811719894,0.040181975811719894
mnli,0,32,4,4,mean_pairwise_cosine,0.5772066349163651,0.5977659318596125,0.02055929694324732,0.02055929694324732
mnli,0,32,4,4,attention_entropy,1.8903314229100943,2.1030303817242384,0.21269895881414413,0.21269895881414413
mnli,0,32,5,5,effective_rank,26.054091453552246,23.269862174987793,-2.784229278564453,2.784229278564453
mnli,0,32,5,5,stable_rank,2.025052260607481,1.8643271084874868,-0.16072515211999416,0.16072515211999416
mnli,0,32,5,5,mean_pairwise_cosine,0.4907105159945786,0.5459078452549875,0.05519732926040888,0.05519732926040888
mnli,0,32,5,5,attention_entropy,2.2227202150970697,2.422576244920492,0.19985602982342243,0.19985602982342243
mnli,1,1,2,1,effective_rank,30.56229168176651,1.2603631019592285,-29.30192857980728,29.30192857980728
mnli,1,1,2,1,stable_rank,2.3010527305305004,1.003139330074191,-1.2979134004563093,1.2979134004563093
mnli,1,1,2,1,mean_pairwise_cosine,0.4070437513291836,0.996875231154263,0.5898314798250794,0.5898314798250794
mnli,1,1,2,1,attention_entropy,1.8422442730516195,3.532061129808426,1.6898168567568064,1.6898168567568064
mnli,1,1,3,2,effective_rank,28.657424822449684,1.1763169653713703,-27.481107857078314,27.481107857078314
mnli,1,1,3,2,stable_rank,1.8207066170871258,1.0011341981589794,-0.8195724189281464,0.8195724189281464
mnli,1,1,3,2,mean_pairwise_cosine,0.5084060691297054,0.9987201485782862,0.49031407944858074,0.49031407944858074
mnli,1,1,3,2,attention_entropy,1.3854670207947493,3.543222177773714,2.157755156978965,2.157755156978965
mnli,1,1,4,3,effective_rank,24.86084695160389,1.12390461191535,-23.73694233968854,23.73694233968854
mnli,1,1,4,3,stable_rank,1.5013745203614235,1.0004823226481676,-0.5008921977132559,0.5008921977132559
mnli,1,1,4,3,mean_pairwise_cosine,0.5772066349163651,0.9993559084832668,0.4221492735669017,0.4221492735669017
mnli,1,1,4,3,attention_entropy,1.8903314229100943,3.544576294720173,1.6542448718100786,1.6542448718100786
mnli,1,1,5,4,effective_rank,26.054091453552246,1.1034351009875536,-24.950656352564692,24.950656352564692
mnli,1,1,5,4,stable_rank,2.025052260607481,1.0004447922110558,-1.0246074683964252,1.0246074683964252
mnli,1,1,5,4,mean_pairwise_cosine,0.4907105159945786,0.9995856694877148,0.5088751534931362,0.5088751534931362
mnli,1,1,5,4,attention_entropy,2.2227202150970697,3.5139393471181393,1.2912191320210695,1.2912191320210695
mnli,1,2,2,1,effective_rank,30.56229168176651,2.4154995046555996,-28.14679217711091,28.14679217711091
mnli,1,2,2,1,stable_rank,2.3010527305305004,1.069867517799139,-1.2311852127313614,1.2311852127313614
mnli,1,2,2,1,mean_pairwise_cosine,0.4070437513291836,0.9348139418289065,0.527770190499723,0.527770190499723
mnli,1,2,2,1,attention_entropy,1.8422442730516195,3.4299127720296383,1.5876684989780188,1.5876684989780188
mnli,1,2,3,2,effective_rank,28.657424822449684,2.1025044955313206,-26.554920326918364,26.554920326918364
mnli,1,2,3,2,stable_rank,1.8207066170871258,1.0353459175676107,-0.785360699519515,0.785360699519515
mnli,1,2,3,2,mean_pairwise_cosine,0.5084060691297054,0.9638001248240471,0.45539405569434166,0.45539405569434166
mnli,1,2,3,2,attention_entropy,1.3854670207947493,3.4471191093325615,2.0616520885378122,2.0616520885378122
mnli,1,2,4,3,effective_rank,24.86084695160389,1.8459386322647333,-23.014908319339156,23.014908319339156
mnli,1,2,4,3,stable_rank,1.5013745203614235,1.0203345194458961,-0.48104000091552734,0.48104000091552734
